Date,Open,High,Low,Adj_Close,Volume,Close
2004-08-19,0.00013503996725641385,0.0003863370475408953,0.0,5.546013952952358e-05,0.5435771578386924,5.546013952952358e-05
2004-08-20,0.00030342818018492396,0.0012223020711030173,0.0007666299848638758,0.0013947425634359793,0.27788588333681363,0.0013947425634359793
2004-08-23,0.001927271976670246,0.0019550160363453785,0.0022103965823666825,0.0015779051513995675,0.22215135387241788,0.0015779051513995675
2004-08-24,0.0020089636879768724,0.0016419440090514187,0.0012850320423531125,0.0008166818411815338,0.18552281715122357,0.0008166818411815338
2004-08-25,0.0009619666609531827,0.001042455981716369,0.0013373783507814145,0.0010065650180120615,0.11176468359199547,0.0010065650180120615
2004-08-26,0.0009602989294865208,0.001034125375423852,0.0014690895121470017,0.001327523806238351,0.08627624294009299,0.001327523806238351
2004-08-27,0.0014854651744650275,0.0011457006637588286,0.0016430184626532209,0.00103177124767816,0.07552532118868752,0.00103177124767816
2004-08-30,0.0010153149169029735,0.0006244734699353063,0.0010216097196219416,0.00033608574315800374,0.0631690577992531,0.00033608574315800374
2004-08-31,0.0005184985109424195,0.0003280546848797618,0.001046939099966289,0.00039657908579060486,0.05977351793382532,0.00039657908579060486
2004-09-01,0.0005851822349643779,0.00020482515570961063,0.0006264713862500701,4.0333184597812766e-05,0.11115173525295059,4.0333184597812766e-05
2004-09-02,0.0,0.00010491048448709947,0.0005032011964325525,0.00025206229666096744,0.18395639355079632,0.00025206229666096744
2004-09-03,0.0002934281750460767,0.0,0.0005673716540132989,0.0,0.06262907964481192,0.0
2004-09-07,0.00030342818018492396,4.329811100601058e-05,0.000616342866962407,0.0002638273485931833,0.07109117417983973,0.0002638273485931833
2004-09-08,0.000258412197907322,0.00021482156444676756,0.0007666299848638758,0.00038481885955647666,0.060598079808220906,0.00038481885955647666
2004-09-09,0.0005568403755228206,0.00016152704470359658,0.0008510590974449943,0.00038649820249019723,0.049350961407323396,0.00038649820249019723
2004-09-10,0.0004017924184123167,0.0008026553509466426,0.0009017162417086569,0.0008939798731135429,0.105803029808696,0.0008939798731135429
2004-09-13,0.0012403868487145947,0.0011107267827680373,0.0017730404598541721,0.001258625706107002,0.09539749965860161,0.001258625706107002
2004-09-14,0.0013770993351835056,0.0017085569780050727,0.0018287634801867035,0.0019291114152251744,0.13173415624719423,0.0019291114152251744
2004-09-15,0.0018955978461259251,0.0020799113679601695,0.002404584187873267,0.0020148093789578436,0.13032340176810847,0.0020148093789578436
2004-09-16,0.002192351908613655,0.0023413530838862773,0.0026494354033436696,0.0023458474419185173,0.11271086244073054,0.0023458474419185173
2004-09-17,0.002539128339609519,0.002622787617286699,0.0029702682941469723,0.0029373541676049296,0.11522103194459299,0.0029373541676049296
2004-09-20,0.002960928747875926,0.003307207658258454,0.0035140061976807156,0.003251587541266192,0.1292969563221224,0.003251587541266192
2004-09-21,0.0034377451435587854,0.0031107067325640697,0.0036389639352378336,0.0029961665587377832,0.08790590736717677,0.0029961665587377832
2004-09-22,0.0030359527251464687,0.002985811400949275,0.003520758005064146,0.0030869041598376445,0.09219654695211701,0.0030869041598376445
2004-09-23,0.0032760310483274727,0.003478731111699211,0.0035562175211211987,0.0034969292490602197,0.10381581208286722,0.0034969292490602197
2004-09-24,0.00362613336676499,0.0037235195853869037,0.00401890302397806,0.003330566524697952,0.11097174273674122,0.003330566524697952
2004-09-27,0.0033960630282992253,0.0031873081399082584,0.0036879351481869348,0.003066745610368883,0.08592598665980833,0.003066745610368883
2004-09-28,0.00368615733632726,0.004273055856353337,0.004094891165011109,0.0045118925903069144,0.20599578286856166,0.0045118925903069144
2004-09-29,0.00458644027582791,0.0055419876433516445,0.0051114366249892206,0.0052210240982590375,0.37140674069486335,0.0052210240982590375
2004-09-30,0.005119938794478602,0.005089037626857092,0.005579179921789759,0.004972322096031538,0.1673921907247856,0.004972322096031538
2004-10-01,0.005269985153104402,0.005412098092541586,0.0055622915129934745,0.005473084786353978,0.18403179607488682,0.005473084786353978
2004-10-04,0.006011887864391784,0.005850059075173039,0.0064285514714951565,0.0058898208130473174,0.15844119716453917,0.0058898208130473174
2004-10-05,0.0059135236261643916,0.006126491419031571,0.006126294537227735,0.006446035600069136,0.18218565343347876,0.006446035600069136
2004-10-06,0.006395340024416673,0.006113172969821081,0.006761214977151063,0.006229266850638793,0.16280723866775684,0.006229266850638793
2004-10-07,0.006290308052153196,0.006351303015938194,0.006854083444855209,0.00652669392643462,0.17173877351210892,0.00652669392643462
2004-10-08,0.006590402365320078,0.006317999719600016,0.006933448297792497,0.00633849170110384,0.13466268753697144,0.00633849170110384
2004-10-11,0.0063036419243100855,0.006181451741219375,0.0063981578315069725,0.005923433408778187,0.1273900051935446,0.005923433408778187
2004-10-12,0.005876841513474253,0.005973288604343194,0.00632216969047392,0.006283039604404454,0.14191834350399077,0.006283039604404454
2004-10-13,0.007357305089454577,0.006962458036663018,0.0074501692732422894,0.0068711796013932805,0.24053494360548203,0.0068711796013932805
2004-10-14,0.006972186793878305,0.006767619725274617,0.007193500374319584,0.007056021532290593,0.1270251548763392,0.007056021532290593
2004-10-15,0.007625725272077142,0.007287184304792152,0.007765936287976723,0.007410588090549671,0.1605354378277867,0.007410588090549671
2004-10-18,0.0073372986955157656,0.007903325574365617,0.007640978550419605,0.008259195141698213,0.170780433571753,0.008259195141698213
2004-10-19,0.008554350071019345,0.008436214979370932,0.008677790747523277,0.008054186618501994,0.22037088439715313,0.008054186618501994
2004-10-20,0.008142549667891786,0.007868358069652123,0.007369110406865255,0.006802281501261935,0.27652620798695043,0.006802281501261935
2004-10-21,0.007537361038988593,0.00805819419149863,0.0077102132676441885,0.00829616159759844,0.35476956768424894,0.00829616159759844
2004-10-22,0.011895397111902122,0.013060641972621002,0.011502841032687724,0.012169500123018304,0.8972387012885888,0.012169500123018304
2004-10-25,0.012872368568309412,0.015435304729122756,0.012933095933298479,0.014685062540902415,0.7968391999781592,0.014685062540902415
2004-10-26,0.014529557418636273,0.01513722332976122,0.014191117513267796,0.013744038545720288,0.5424874715660498,0.013744038545720288
2004-10-27,0.013926033329369186,0.014617658750243689,0.014490004201331137,0.014444768513305725,0.3247788745178685,0.014444768513305725
2004-10-28,0.014586237945688824,0.015428638331205554,0.015136742324706767,0.01567650221254879,0.36102796627912365,0.01567650221254879
2004-10-29,0.016621875761640592,0.016354524805391676,0.015981049614768327,0.015229517101690102,0.5146469628711131,0.015229517101690102
2004-11-01,0.015731600806855185,0.015974846185421356,0.01609418966887315,0.016135252375339696,0.2972545687445884,0.016135252375339696
2004-11-02,0.016603541886914285,0.0162379600800694,0.016443735117625185,0.015940329561141973,0.2758840715740641,0.015940329561141973
2004-11-03,0.016503509917220223,0.016629294534944213,0.016006378995112678,0.015402595589221229,0.33772376224566686,0.015402595589221229
2004-11-04,0.014879666120734901,0.014764204731430811,0.01475680485239158,0.014231353624044731,0.3503937968230841,0.014231353624044731
2004-11-05,0.013802662694633556,0.01341534152626836,0.012257656566949379,0.011651931134830432,0.48231149807434587,0.011651931134830432
2004-11-08,0.011960421084033813,0.012272977249606784,0.012401182178917187,0.012189658672487069,0.2721261137309177,0.012189658672487069
2004-11-09,0.012488918004199802,0.012233007555351397,0.011703788527702933,0.011542709501497439,0.26902245399809166,0.011542709501497439
2004-11-10,0.011917069641392313,0.011786715966427427,0.011882781737852986,0.011401551398235243,0.2588017810431802,0.011401551398235243
2004-11-11,0.011660325174951653,0.013656804771344074,0.012092166971566183,0.013949047068916504,0.36440161508917035,0.013949047068916504
2004-11-12,0.014344501466532829,0.014664288466138976,0.013752080308715844,0.013777644707187047,0.40722530957858283,0.013777644707187047
2004-11-15,0.013547581171913719,0.014417829407798673,0.013980044731815001,0.014259921756710325,0.289388396778011,0.014259921756710325
2004-11-16,0.013055758384861473,0.01294407087102143,0.012642659915333435,0.012187979329553345,0.5086853090878136,0.012187979329553345
2004-11-17,0.011641984916564225,0.012616014592072344,0.012333641475132353,0.012181258740686405,0.44095693421170207,0.012181258740686405
2004-11-18,0.011853714996642561,0.012103116410472015,0.011781464216475582,0.011347780253035608,0.40439163892297736,0.011347780253035608
2004-11-19,0.011655317192805832,0.0113637392354511,0.011914861309155731,0.011660331066631092,0.21320279265165826,0.011660331066631092
2004-11-22,0.010883414466101912,0.011283806223217632,0.011035099352312224,0.01093775998951112,0.3007401051710274,0.01093775998951112
